id,question_no,type,title,body,code_block,instruction,answer_count,explanation,shuffle_items,metadata_json
q038,#038,multi_choice,ドキュメント レベルのフィルタリング,"社内ドキュメントに Azure Cognitive Search を使用するアプリケーションを開発しています。
Azure Cognitive Search にはドキュメント レベルのフィルタリングを実装する必要があります。
解決策に含めるべき 3 つのアクションはどれですか。それぞれの正解は解決策の一部を示しています。
注意: 正しい選択ごとに 1 ポイントが付与されます。",,3つ選択してください,3,ユーザーのグループを取得し、各ドキュメントに許可グループを格納し、検索時にフィルターで制御します。,true,{}
q039,#039,multi_choice,不適切画像コンテンツのブロック,"Azure サブスクリプションをお持ちです。
ユーザーが画像を共有できるソーシャル メディア アプリを構築しています。
ユーザーがアップロードした不適切なコンテンツをブロックする必要があります。ソリューションは開発労力を最小限に抑える必要があります。使用できるツールを2つ挙げてください。それぞれの正解は完全なソリューションを示しています。注：正解は1つにつき1ポイントです。",,2つ選択してください,2,画像の不適切コンテンツ判定には Azure AI Vision と Azure AI コンテンツの安全性が候補になります。,true,{}
q040,#040,dropdown,Language 機能の選定,"顧客サポート チャットボットを構築しています。
次のものを識別するようにボットを構成する必要があります。
* 社内製品開発のコード名
* クレジットカード番号を含むメッセージ
ソリューションでは開発の労力を最小限に抑える必要があります。
各要件において、Azure Cognitive Service for Language のどの機能を使用すべきでしょうか？ 回答するには、適切な機能を正しい要件にドラッグしてください。各機能は、1回、複数回、または全く使用されない場合があります。コンテンツを表示するには、ペイン間の分割バーをドラッグするか、スクロールする必要がある場合があります。注：正解を選択するごとに1ポイントが加算されます。

社内製品開発用のコードネームを特定します。<select01>
クレジットカード番号を含むメッセージを識別します。<select02>",,各ドロップダウンを選択してください,2,社内コード名はカスタム固有表現抽出、クレジットカード番号は PII 検出が適しています。,false,{}
q041,#041,dropdown,創造的な ChatCompletions 設定,"AH という名前の Azure OpenAI リソースを含む Azure サブスクリプションがあります。
AI1 を使用して特定の質問に対する生成的な回答を提供するチャットボットを構築します。
応答がより創造的であり、決定論的ではないことを確認する必要があります。
コードをどのように完成させるべきですか? 回答するには、回答エリアで適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","new ChatCompletionsOptions()
{
  Messages = 
  {
    new ChatMessage(<select01>, @""""),
  }
},
<select02> = (float)1.0,
MaxTokens = 800,
});",各ドロップダウンを選択してください,2,創造性を高めるには Temperature を設定します。指定のコード例では select01 は ChatRole.User です。,False,{}
q042,#042,single_choice,事前構築済みエンティティ,"言語理解モデルを使用してテキスト ファイルを分析するアプリを構築しています。
アプリが次のエンティティを検出できることを確認する必要があります。
- 気温
- 通貨の価値
- メールアドレス
- 電話番号
ソリューションでは開発の労力を最小限に抑える必要があります。
どのモデル機能を使用する必要がありますか?",,1つ選択してください,1,温度・通貨・メール・電話番号は事前構築済みエンティティコンポーネントが適しています。,True,{}
q043,#043,dropdown,AI サービス リソースのプロビジョニング,次の方法を使用して、Azure AI サービス リソースをプロビジョニングする予定です。,"static void provision_resource(CognitiveServicesManagementClient client, string name, string kind, string tier, string location)
{
  CognitiveServicesAccount parameters = new CognitiveServiceAccount(null, null, kind, location, name, 
    new CognitiveServicesAccountProperties(), new Sku(tier));
  result = client.Accounts.Create(resource_group_name, tier, parameters)
}

provision_resource(""res1"", <select01>, <select02>)",各ドロップダウンを選択してください,2,"kind は FormRecognizer、SKU と location は ""S0"", ""eastus"" を指定します。",False,{}
q044,#044,dropdown,Translator エンドポイントとパス,"言語翻訳を含むアプリケーションを開発しています。
アプリケーションは、get_text_to_be_translated 関数を使用して取得したテキストを翻訳します。テキストは複数の言語から選択できます。テキストの内容は、Azure の地域（アメリカ大陸）に限定する必要があります。
テキストを単一の言語に翻訳するコードを開発する必要があります。
コードをどのように完成させるべきですか? 回答するには、回答エリアで適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","api_key = ""FF956C68B83B21B38691ABD200A4C606""
text = get_text_to_be_translated()
headers = {
  'Content-type': 'application/json',
  'Ocp-Apim-Subscription-Key': api_key
}
body = {
  'Text': text
}
conn = httplib.HTTPSConnection
conn.request(""POST"", <select01>)
response = conn.getresponse()
conn.request(""POST"", <select02>, str(body), headers)
response = conn.getresponse()",各ドロップダウンを選択してください,2,アメリカ大陸リージョンなら api-nam エンドポイントを使い、翻訳先指定は /translate?to=en です。,False,{}
q045,#045,single_choice,言語サービスの VNet 制限,Azureサブスクリプションに、ta1という言語サービスリソースとvnet1という仮想ネットワークが含まれています。vnet1内のリソースのみがta1にアクセスできるようにする必要があります。どのような設定が必要ですか？,,1つ選択してください,1,リソース側の仮想ネットワーク設定でアクセス元を制限します。,True,{}
q046,#046,single_choice,Form Recognizer SDK の受領書抽出,"URL からアクセスできる領収書があります。
Form RecognizerとSDKを使用してレシートからデータを抽出する必要があります。ソリューションでは、事前に構築されたモデルを使用する必要があります。
どのクライアントと方法を使用すればよいですか?",,1つ選択してください,1,事前構築済みのレシート抽出には FormRecognizerClient と StartRecognizeReceiptsFromUri が該当します。,True,{}
q047,#047,single_yesno,CLA のフレーズ リスト実装,"会話型言語理解（CLA）を用いて言語モデルを構築します。この言語モデルは、Findcontactというインテントを用いて連絡先リストの情報を検索するために用いられます。会話エキスパートが、トレーニングに使用する以下のフレーズリストを提供します。
* ロンドンの連絡先を検索します。
* シアトルで知り合いは誰ですか?
* ウクライナの連絡先を検索します。
会話型言語理解でフレーズ リストを実装する必要があります。",,はい / いいえ を選択してください,1,提示された解決策で目標を満たします。,False,{}
q048,#048,single_yesno,Search への private 接続要件,"注: この問題は、同じシナリオを提示する一連の問題の一部です。一連の問題にはそれぞれ、定められた目標を満たす可能性のある独自の解答が含まれています。問題セットによっては、複数の正解が存在する場合もあれば、正解がない場合もあります。
このセクションの質問に回答した後は、その質問に戻ることはできません。そのため、これらの質問はレビュー画面に表示されません。
vm1 という Azure 仮想マシン上で実行される app1 という Web アプリを作成します。vm1 は、vnet1 という Azure 仮想ネットワーク上にあります。
service1 という名前の新しい Azure Cognitive Search サービスを作成する予定です。
パブリック インターネット経由でトラフィックをルーティングせずに、app1 が service1 に直接接続できることを確認する必要があります。",,はい / いいえ を選択してください,1,パブリック エンドポイントと IP ファイアウォールでは目標を満たしません。,False,{}
